id,count
861,9.617455
867,125.9217
870,147.6315
871,201.22624
872,195.91188
874,202.13048
881,186.81766
886,158.63074
890,57.887463
895,164.15598
899,78.52697
900,188.50694
901,196.85088
902,181.06787
903,103.21011
913,199.6003
918,194.88745
923,157.94818
924,71.880455
926,77.36938
927,93.93177
930,150.50005
934,43.458206
937,161.38156
939,138.24376
941,103.50295
942,202.32521
946,172.62943
950,109.70049
953,68.61847
959,52.53699
961,43.584988
962,91.87386
964,118.000145
969,144.33061
971,152.00021
976,70.522255
978,183.3991
980,184.48657
981,152.87915
990,197.40471
993,77.40768
996,97.05351
998,182.81783
999,176.4733
1006,154.0889
1008,62.247364
1013,96.70598
1015,104.76897
1016,132.1607
1022,185.9284
1026,168.4786
1028,187.43161
1031,57.201694
1034,46.9799
1037,183.60144
1040,99.89171
1042,91.135826
1046,112.74163
1048,113.00495
1049,147.31332
1050,94.11932
1051,172.96202
1052,192.51845
1055,97.487564
1060,160.55884
1064,110.03101
1066,53.639362
1071,141.30124
1073,70.02676
1089,160.69118
1091,107.70362
1092,92.16754
1093,194.24379
1096,176.6393
1097,159.04636
1098,83.48477
1099,58.60664
1102,191.91183
1107,76.81838
1109,82.40691
1111,64.73439
1112,144.19049
1114,209.30542
1116,193.6761
1117,138.63425
1118,64.75408
1122,156.1221
1124,167.81335
1127,84.12991
1133,164.65082
1134,71.835556
1135,149.57468
1139,173.81546
1143,77.95599
1150,86.77319
1151,138.07703
1153,194.53221
1155,89.96921
1162,87.287994
1163,171.74759
1166,15.975527
1171,97.386986
1172,52.654842
1173,193.67558
1174,93.145485
1177,126.253
1178,125.68973
1184,76.66485
1185,142.83871
1186,91.98083
1187,184.29608
1188,202.12224
1191,163.5302
1207,126.49934
1213,96.86041
1215,149.04506
1223,176.3394
1227,145.3388
1236,63.92477
1237,37.692696
1238,109.924355
1241,43.133385
1248,93.28787
1250,57.727997
1251,172.34866
1253,90.232895
1255,112.65173
1257,167.8185
1261,99.27292
1262,184.4658
1265,139.56325
1273,199.69955
1277,158.64978
1278,119.36458
1280,82.65401
1284,140.51053
1285,203.41939
1288,93.036964
1295,139.83444
1297,192.69315
1299,193.28372
1304,157.06708
1308,87.68316
1310,106.13347
1311,136.37169
1314,108.6142
1315,118.45696
1318,34.299053
1320,206.49928
1321,193.27583
1322,148.74692
1330,144.83295
1333,186.26625
1334,154.67976
1341,145.36916
1344,156.9284
1351,175.59985
1354,80.49173
1356,83.097664
1363,146.2043
1365,157.49803
1369,149.6102
1373,91.51206
1375,148.66844
1377,52.27361
1379,169.76366
1380,172.1963
1381,88.38536
1384,166.07324
1390,173.1632
1393,190.21732
1395,64.188194
1399,187.20357
1400,79.66006
1401,115.58774
1404,175.13249
1408,72.12778
1409,29.27418
1413,163.86787
1416,183.68431
1418,101.33235
1423,84.25965
1424,58.849403
1425,47.03663
1433,195.90234
1434,162.44243
1436,190.96278
1442,169.57365
1444,76.38779
1445,149.951
1452,166.31696
1455,188.46156
1462,98.280914
1467,31.58478
1472,98.42279
1475,119.512794
1493,118.33917
1501,181.35251
1503,185.76653
1504,196.72586
1505,52.17138
1511,189.47688
1512,49.62826
1513,128.4225
1514,110.96012
1528,180.83864
1533,198.93707
1534,83.99543
1536,171.0085
1537,92.4301
1539,129.28745
1550,153.19426
1552,177.01173
1554,188.29626
1555,187.9982
1556,62.87344
1559,48.750637
1563,181.25266
1566,153.34077
1567,133.36417
1568,77.29212
1571,184.3599
1572,86.05959
1574,47.328
1577,86.106026
1583,78.34416
1585,97.89423
1586,161.33644
1587,181.49956
1596,156.23622
1602,50.128048
1604,70.39302
1605,50.30862
1610,194.62857
1611,106.59406
1616,66.014915
1617,117.9226
1618,54.44535
1622,78.75098
1623,44.402378
1628,194.1206
1631,48.25042
1632,176.85112
1633,181.83174
1634,180.19373
1636,178.62897
1637,152.81032
1643,107.97293
1644,122.00807
1646,118.07528
1648,184.91531
1651,73.93985
1656,87.04594
1658,150.72612
1659,88.58666
1665,77.777504
1666,146.72797
1670,112.00439
1674,142.09811
1679,180.33145
1680,170.42427
1683,198.14598
1686,53.32753
1691,113.716484
1693,74.95588
1696,68.99634
1697,100.610374
1703,80.35257
1706,50.55379
1709,160.68893
1710,90.973625
1712,162.30862
1713,137.305
1718,178.36069
1719,177.01677
1722,195.87053
1723,135.78093
1724,206.68439
1728,48.93085
1730,101.353065
1732,87.63066
1737,46.404434
1745,53.08906
1747,68.51751
1748,82.05026
1755,105.75947
1759,79.7327
1761,175.25226
1764,168.00548
1765,156.61389
1766,56.899765
1768,82.90784
1770,95.59152
1771,149.18282
1774,100.35609
1785,165.41222
1788,192.03265
1792,62.561855
1794,178.5356
1797,126.91447
1798,38.21073
1799,195.16289
1802,113.88551
1806,52.500168
1808,100.289894
1810,184.34575
1818,52.88825
1819,202.60153
1820,198.35071
1822,170.52586
1826,163.82263
1827,161.4289
1835,98.07753
1841,134.57643
1842,130.63063
1843,109.57307
1846,80.17791
1849,54.696598
1850,192.00275
1851,123.317245
1857,55.9137
1858,144.45784
1860,99.90915
1861,191.69968
1864,76.11847
1869,188.64204
1871,105.69846
1872,46.272934
1875,77.41042
1878,198.07623
1879,188.06985
1885,70.763855
1888,117.84535
1889,49.73152
1890,116.96839
1896,152.5997
1897,188.95767
1898,141.59831
1900,96.96463
1905,71.24452
1908,83.367455
1909,123.87932
1913,96.090416
1918,120.615105
1922,207.47437
1923,141.23534
1925,182.68898
1926,151.84169
1927,177.74081
1930,176.72319
1935,64.20267
1939,120.579956
1942,110.235405
1943,157.42355
1948,184.13333
1949,164.14333
1951,124.12666
1953,136.93016
1959,160.79974
1963,88.481
1967,140.7262
1973,157.62447
1975,68.914444
1976,38.779
1990,133.8645
1993,131.68741
1997,71.668465
1999,140.13904
2001,174.1962
2004,63.985897
2010,111.59092
2013,157.55467
2017,198.63393
2021,88.04017
2023,59.757393
2026,171.06894
2037,59.08141
2039,106.786354
2041,61.837246
2046,89.35596
2050,70.04243
2060,161.23996
2067,125.846695
2069,147.17252
2072,190.76823
2074,149.25548
2079,122.75446
2083,60.66906
2085,80.92273
2087,54.30051
2093,157.66751
2094,90.14437
2097,64.77363
2103,91.327225
2104,56.450176
2107,178.49474
2108,39.522896
2110,39.755608
2115,162.11903
2117,92.57573
2125,173.80328
2127,201.2559
2133,51.41268
2134,198.68877
2135,126.32215
2141,187.72644
2143,61.37574
2145,63.603336
2146,106.53157
2147,166.21577
2148,92.23773
2149,79.11051
2165,118.87561
2166,172.35172
2177,100.6885
