id,count
572,140.06285
577,154.74661
578,221.07867
585,192.208
588,176.18526
589,147.82565
590,159.66748
592,74.24742
594,154.55681
596,83.97215
598,178.5029
599,190.43898
605,103.638535
606,164.84225
607,180.67586
608,207.89449
609,118.06162
610,208.20824
611,128.1405
614,182.6347
615,190.98236
616,202.69792
617,169.66025
618,173.35582
624,110.13026
629,196.62796
631,130.45688
633,84.475296
637,102.405
638,132.83733
643,88.86432
644,187.04283
645,87.95209
646,169.62074
648,183.1117
650,117.92678
651,99.22678
652,230.87173
656,173.1497
657,110.93483
659,70.78983
660,152.54013
662,158.60802
665,217.1424
675,225.1324
681,189.86588
682,192.48099
685,112.823
686,207.76921
689,90.69183
696,180.35184
703,179.68271
704,111.11267
705,176.20139
714,203.15346
717,82.864204
718,77.01041
720,121.91127
721,211.34984
723,207.39104
726,86.85529
728,157.49112
730,106.410675
731,110.24684
734,223.01762
737,74.88568
738,117.7282
745,175.2886
746,74.544685
749,198.49675
752,71.05056
753,75.970856
758,202.39523
765,77.94939
766,182.7725
768,85.954346
769,207.17043
774,190.07161
775,150.14769
781,48.6902
784,210.03177
794,138.7485
795,220.99136
796,99.90426
802,136.97034
803,138.46698
805,66.53652
806,225.24545
807,131.35826
809,66.57902
810,200.695
812,90.59095
814,106.41375
818,206.82332
819,201.76094
825,18.079056
836,75.13359
839,162.99982
847,218.60689
848,93.43751
851,158.61871
852,187.3124
853,63.83457
857,196.63812
858,118.39535
859,198.21928
861,21.409718
867,138.81703
870,162.58282
871,220.92798
872,220.8026
874,225.68349
881,213.34338
886,183.91017
890,77.45452
895,189.9551
899,100.49209
900,212.34357
901,219.1329
902,206.30289
903,127.643
913,222.30916
918,218.42094
923,180.26712
924,96.13082
926,101.33251
927,119.65517
930,163.3172
934,60.512596
937,180.67328
939,159.29771
941,129.29425
942,225.61732
946,187.27475
950,124.129814
953,76.11424
959,61.60807
961,60.893444
962,117.50717
964,131.07275
969,149.7363
971,176.70418
976,87.75719
978,206.55441
980,202.5922
981,171.74507
990,218.49173
993,98.29584
996,122.13951
998,194.726
999,201.65341
1006,179.17763
1008,71.4116
1013,122.09945
1015,113.71226
1016,144.2266
1022,205.29124
1026,186.09105
1028,210.17558
1031,59.37891
1034,60.380432
1037,208.63779
1040,125.724266
1042,117.41794
1046,138.92773
1048,132.38626
1049,170.13873
1050,119.11
1051,187.67305
1052,214.37709
1055,109.57673
1060,185.1489
1064,136.7278
1066,64.40993
1071,160.43358
1073,89.902756
1089,173.82379
1091,116.46708
1092,115.341774
1093,215.99228
1096,193.20166
1097,173.56224
1098,108.59687
1099,68.68334
1102,212.67183
1107,91.190216
1109,102.934715
1111,68.7842
1112,169.40088
1114,232.39189
1116,210.34413
1117,149.72873
1118,75.69951
1122,181.48648
1124,194.16466
1127,97.181366
1133,174.3954
1134,98.96028
1135,169.37512
1139,188.57904
1143,104.545235
1150,101.585686
1151,162.78606
1153,217.85646
1155,115.803856
1162,113.050674
1163,192.70969
1166,28.292313
1171,122.44012
1172,64.63466
1173,216.91656
1174,105.66505
1177,150.6598
1178,140.51535
1184,85.68679
1185,168.45943
1186,112.24286
1187,208.46751
1188,224.50865
1191,190.11789
1207,146.58849
1213,124.77818
1215,167.0936
1223,195.39468
1227,170.1671
1236,86.169876
1237,49.987175
1238,136.03818
1241,55.523605
1248,119.83363
1250,65.53578
1251,195.27177
1253,102.769485
1255,126.977684
1257,176.33356
1261,111.83265
1262,198.5353
1265,153.1606
1273,221.16196
1277,165.62292
1278,140.87625
1280,88.63852
1284,152.55005
1285,227.17928
1288,110.06774
1295,164.36412
1297,209.2959
1299,216.81714
1304,169.52328
1308,112.44225
1310,119.79435
1311,155.75096
1314,132.12878
1315,140.72919
1318,46.769325
1320,230.0854
1321,211.80144
1322,158.47299
1330,163.18079
1333,208.09459
1334,175.00937
1341,158.79315
1344,178.63115
1351,200.65169
1354,94.20165
1356,108.17219
1363,171.9912
1365,166.92622
1369,172.5596
1373,100.56383
1375,173.15987
1377,68.54231
1379,192.6134
1380,181.71729
1381,100.63
1384,190.09485
1390,194.54169
1393,212.46915
1395,85.25853
1399,211.03075
1400,86.91327
1401,141.99904
1404,201.4241
1408,97.660034
1409,41.595337
1413,180.30241
1416,204.84215
1418,115.376526
1423,103.632935
1424,70.69988
1425,58.69706
1433,220.54251
1434,187.37607
1436,215.65744
1442,184.57336
1444,102.97776
1445,164.83525
1452,178.72966
1455,209.72812
1462,123.71689
1467,41.018963
1472,125.18309
1475,144.4056
1493,131.24817
1501,203.76297
1503,207.56909
1504,219.38202
1505,67.15788
1511,214.82678
1512,64.99718
1513,139.20332
1514,136.50955
1528,196.33759
1533,223.7017
1534,109.18289
1536,183.165
1537,116.09508
1539,138.98657
1550,157.65181
1552,198.81375
1554,210.52121
1555,211.41063
1556,69.61892
1559,61.066635
1563,206.84137
1566,166.3784
1567,149.3693
1568,104.697105
1571,206.15652
1572,111.35266
1574,63.25534
1577,102.4759
1583,84.721054
1585,125.02827
1586,176.47563
1587,206.44255
1596,177.94489
1602,61.20536
1604,79.58751
1605,56.37455
1610,219.39641
1611,114.80922
1616,76.70267
1617,128.35875
1618,65.44443
1622,105.0403
1623,59.3087
1628,218.73433
1631,53.054443
1632,204.02078
1633,204.65758
1634,189.43652
1636,202.42899
1637,174.0133
1643,132.52747
1644,138.84251
1646,143.46667
1648,206.8553
1651,92.365364
1656,111.803116
1658,174.97864
1659,113.00111
1665,85.65091
1666,171.79968
1670,138.47308
1674,146.50684
1679,195.53918
1680,185.19392
1683,223.42122
1686,62.65414
1691,123.65758
1693,99.82737
1696,84.036354
1697,112.52005
1703,98.07664
1706,63.618958
1709,179.95116
1710,117.950874
1712,180.35684
1713,151.91487
1718,187.67465
1719,202.36623
1722,218.37866
1723,147.61696
1724,227.65228
1728,55.48033
1730,127.73495
1732,111.76389
1737,67.299126
1745,72.22773
1747,83.73302
1748,106.62074
1755,112.09895
1759,96.14988
1761,192.28685
1764,193.09178
1765,174.94252
1766,81.197
1768,109.89869
1770,120.84056
1771,156.36566
1774,117.01584
1785,189.71153
1788,211.99048
1792,77.24897
1794,201.1306
1797,141.69751
1798,49.741074
1799,221.59567
1802,128.15695
1806,66.603355
1808,125.60501
1810,208.98627
1818,59.801632
1819,225.95029
1820,222.63535
1822,183.96829
1826,178.10846
1827,182.91678
1835,124.61247
1841,159.53467
1842,155.93436
1843,136.06052
1846,105.41648
1849,61.06036
1850,215.34193
1851,149.82861
1857,72.2172
1858,151.95572
1860,114.864685
1861,212.53824
1864,86.82231
1869,204.33905
1871,131.75517
1872,48.275887
1875,99.43507
1878,223.68158
1879,212.16624
1885,97.22107
1888,142.87952
1889,53.908356
1890,132.9857
1896,174.5619
1897,213.4352
1898,164.93637
1900,125.87901
1905,88.63139
1908,98.68058
1909,141.95193
1913,123.19563
1918,138.03535
1922,230.93254
1923,159.86496
1925,201.86845
1926,174.27719
1927,188.78986
1930,191.39166
1935,72.96423
1939,145.48991
1942,128.2231
1943,174.04749
1948,198.02042
1949,176.52727
1951,145.49149
1953,162.4557
1959,185.63814
1963,114.94554
1967,144.08002
1973,171.37724
1975,84.540695
1976,47.120705
1990,160.36658
1993,157.66635
1997,86.978386
1999,158.75084
2001,199.2105
2004,86.204094
2010,124.95547
2013,175.99542
2017,222.44577
2021,96.80653
2023,69.98363
2026,197.96167
2037,66.083
2039,130.82153
2041,71.22097
2046,113.262146
2050,84.12153
2060,176.88805
2067,145.40694
2069,158.57819
2072,213.1593
2074,162.77975
2079,130.89026
2083,69.107475
2085,93.02895
2087,59.113396
2093,184.27275
2094,116.9695
2097,76.91713
2103,97.97288
2104,74.51579
2107,194.85985
2108,48.29574
2110,49.812656
2115,172.49687
2117,116.86738
2125,186.79669
2127,225.73999
2133,68.46752
2134,224.70624
2135,143.90204
2141,211.92702
2143,74.865425
2145,86.83767
2146,133.45331
2147,181.81674
2148,117.953354
2149,103.82803
2165,144.54225
2166,195.64136
2177,119.172325
